AA 	1	2.215688207
AA 	2	-0.77079685
AA 	3	-1.376342275
AA 	4	-2.23805627
AA 	5	-0.116405703
AA 	6	-0.033357862
AA 	7	-0.020215999
AA 	8	-0.004705326
AA 	9	-1.12E-06
AA 	10	0
AA 	11	0
AA 	12	0
AA 	13	0
AA 	14	0
AA 	15	0
AA 	16	0
AA 	17	0
AA 	18	0
AA 	19	0
AA 	20	0
AA 	21	0
AA 	22	0
AA 	23	0
AA 	24	0
AA 	25	0
AA 	26	0
AA 	27	0
AA 	28	0
AA 	29	0
AC 	1	1.967647826
AC 	2	-0.864214552
AC 	3	-1.623272951
AC 	4	-2.334980573
AC 	5	-0.136490183
AC 	6	-0.040650058
AC 	7	-0.030545292
AC 	8	-0.006957776
AC 	9	-1.35E-06
AC 	10	0
AC 	11	0
AC 	12	0
AC 	13	0
AC 	14	0
AC 	15	0
AC 	16	0
AC 	17	0
AC 	18	0
AC 	19	0
AC 	20	0
AC 	21	0
AC 	22	0
AC 	23	0
AC 	24	0
AC 	25	0
AC 	26	0
AC 	27	0
AC 	28	0
AC 	29	0
AD 	1	2.035885012
AD 	2	-0.853040423
AD 	3	-3.079692997
AD 	4	-2.398901724
AD 	5	-0.137103006
AD 	6	-0.041756048
AD 	7	-0.033102986
AD 	8	-0.007042241
AD 	9	-1.21E-06
AD 	10	0
AD 	11	0
AD 	12	0
AD 	13	0
AD 	14	0
AD 	15	0
AD 	16	0
AD 	17	0
AD 	18	0
AD 	19	0
AD 	20	0
AD 	21	0
AD 	22	0
AD 	23	0
AD 	24	0
AD 	25	0
AD 	26	0
AD 	27	0
AD 	28	0
AD 	29	0
AE 	1	1.949785019
AE 	2	-0.871106323
AE 	3	-3.344919306
AE 	4	-2.503465001
AE 	5	-0.140611065
AE 	6	-0.046911565
AE 	7	-0.041204741
AE 	8	-0.008394933
AE 	9	-2.41E-05
AE 	10	0
AE 	11	0
AE 	12	0
AE 	13	0
AE 	14	0
AE 	15	0
AE 	16	0
AE 	17	0
AE 	18	0
AE 	19	0
AE 	20	0
AE 	21	0
AE 	22	0
AE 	23	0
AE 	24	0
AE 	25	0
AE 	26	0
AE 	27	0
AE 	28	0
AE 	29	0
AF 	1	1.819109391
AF 	2	-0.888280383
AF 	3	-1.904766009
AF 	4	-3.013377877
AF 	5	-0.161194806
AF 	6	-0.053590846
AF 	7	-0.05787184
AF 	8	-0.013720529
AF 	9	-0.000413418
AF 	10	-0.000107223
AF 	11	-4.20E-05
AF 	12	0
AF 	13	0
AF 	14	0
AF 	15	0
AF 	16	0
AF 	17	0
AF 	18	0
AF 	19	0
AF 	20	0
AF 	21	0
AF 	22	0
AF 	23	0
AF 	24	0
AF 	25	0
AF 	26	0
AF 	27	0
AF 	28	0
AF 	29	0
AG 	1	2.452302777
AG 	2	-0.728136153
AG 	3	-1.196092816
AG 	4	-2.089885104
AG 	5	-0.107691697
AG 	6	-0.029394378
AG 	7	-0.01649204
AG 	8	-0.004032206
AG 	9	-5.66E-07
AG 	10	0
AG 	11	0
AG 	12	0
AG 	13	0
AG 	14	0
AG 	15	0
AG 	16	0
AG 	17	0
AG 	18	0
AG 	19	0
AG 	20	0
AG 	21	0
AG 	22	0
AG 	23	0
AG 	24	0
AG 	25	0
AG 	26	0
AG 	27	0
AG 	28	0
AG 	29	0
AH 	1	1.973834959
AH 	2	-0.850111257
AH 	3	-1.726209253
AH 	4	-2.74774128
AH 	5	-0.147799696
AH 	6	-0.044482259
AH 	7	-0.041791369
AH 	8	-0.01052028
AH 	9	-0.000319926
AH 	10	-4.43E-05
AH 	11	-2.29E-06
AH 	12	0
AH 	13	0
AH 	14	0
AH 	15	0
AH 	16	0
AH 	17	0
AH 	18	0
AH 	19	0
AH 	20	0
AH 	21	0
AH 	22	0
AH 	23	0
AH 	24	0
AH 	25	0
AH 	26	0
AH 	27	0
AH 	28	0
AH 	29	0
AI 	1	1.876301562
AI 	2	-0.865885356
AI 	3	-1.723963357
AI 	4	-2.437992916
AI 	5	-0.140655909
AI 	6	-0.043237847
AI 	7	-0.035231502
AI 	8	-0.007197139
AI 	9	-4.34E-06
AI 	10	0
AI 	11	0
AI 	12	0
AI 	13	0
AI 	14	0
AI 	15	0
AI 	16	0
AI 	17	0
AI 	18	0
AI 	19	0
AI 	20	0
AI 	21	0
AI 	22	0
AI 	23	0
AI 	24	0
AI 	25	0
AI 	26	0
AI 	27	0
AI 	28	0
AI 	29	0
AK 	1	2.00427251
AK 	2	-0.856994207
AK 	3	-1.672050102
AK 	4	-2.411560053
AK 	5	-0.136145988
AK 	6	-0.044790824
AK 	7	-0.038244341
AK 	8	-0.0069898
AK 	9	-3.54E-06
AK 	10	0
AK 	11	0
AK 	12	0
AK 	13	0
AK 	14	0
AK 	15	0
AK 	16	0
AK 	17	0
AK 	18	0
AK 	19	0
AK 	20	0
AK 	21	0
AK 	22	0
AK 	23	0
AK 	24	0
AK 	25	0
AK 	26	0
AK 	27	0
AK 	28	0
AK 	29	0
AL 	1	1.982967806
AL 	2	-0.851881382
AL 	3	-1.697325604
AL 	4	-2.45888259
AL 	5	-0.137957645
AL 	6	-0.043536773
AL 	7	-0.03568778
AL 	8	-0.007099688
AL 	9	-4.95E-05
AL 	10	0
AL 	11	0
AL 	12	0
AL 	13	0
AL 	14	0
AL 	15	0
AL 	16	0
AL 	17	0
AL 	18	0
AL 	19	0
AL 	20	0
AL 	21	0
AL 	22	0
AL 	23	0
AL 	24	0
AL 	25	0
AL 	26	0
AL 	27	0
AL 	28	0
AL 	29	0
AM 	1	1.88175601
AM 	2	-0.875731052
AM 	3	-1.677926629
AM 	4	-2.407563238
AM 	5	-0.142370223
AM 	6	-0.043161121
AM 	7	-0.034347835
AM 	8	-0.007021898
AM 	9	-2.99E-06
AM 	10	0
AM 	11	0
