AA 	1	2.131236102
AA 	2	-0.761218908
AA 	3	-1.35571382
AA 	4	-2.382478031
AA 	5	-0.115932598
AA 	6	-0.032972404
AA 	7	-0.020032837
AA 	8	-0.004701567
AA 	9	-1.12E-06
AA 	10	0
AC 	1	1.886982541
AC 	2	-0.832175932
AC 	3	-1.583780961
AC 	4	-2.487317488
AC 	5	-0.135925234
AC 	6	-0.040401434
AC 	7	-0.029895587
AC 	8	-0.006854288
AC 	9	-1.36E-06
AC 	10	0
AF 	1	1.715263569
AF 	2	-0.875744015
AF 	3	-1.891929938
AF 	4	-3.177794762
AF 	5	-0.161211917
AF 	6	-0.053012914
AF 	7	-0.057846502
AF 	8	-0.013661747
AF 	9	-0.000407559
AF 	10	-0.000110509
AG 	1	2.368466783
AG 	2	-0.724222158
AG 	3	-1.179265574
AG 	4	-2.242538802
AG 	5	-0.107257837
AG 	6	-0.029223698
AG 	7	-0.016201094
AG 	8	-0.004024223
AG 	9	-5.57E-07
AG 	10	0
AI 	1	1.777405393
AI 	2	-0.839126789
AI 	3	-1.698945821
AI 	4	-2.586415681
AI 	5	-0.139972222
AI 	6	-0.042227676
AI 	7	-0.035151582
AI 	8	-0.007158163
AI 	9	-4.51E-06
AI 	10	0
AL 	1	1.891751718
AL 	2	-0.839236014
AL 	3	-1.666972922
AL 	4	-2.609460564
AL 	5	-0.136300555
AL 	6	-0.04238205
AL 	7	-0.034930203
AL 	8	-0.006995708
AL 	9	-4.51E-05
AL 	10	0
AM 	1	1.811024183
AM 	2	-0.855950095
AM 	3	-1.612689119
AM 	4	-2.540487563
AM 	5	-0.138288598
AM 	6	-0.040919041
AM 	7	-0.031345918
AM 	8	-0.006405642
AM 	9	-3.66E-06
AM 	10	0
AS 	1	2.307272087
AS 	2	-0.81680753
AS 	3	-5.251965183
AS 	4	-2.46017181
AS 	5	-0.122098358
AS 	6	-0.036351208
AS 	7	-0.022805094
AS 	8	-0.005122345
AS 	9	-1.21E-06
AS 	10	0
AT 	1	1.977817356
AT 	2	-0.854169396
AT 	3	-1.350281522
AT 	4	-4.343236085
AT 	5	-0.133240137
AT 	6	-0.040482977
AT 	7	-0.028304843
AT 	8	-0.006232787
AT 	9	-1.39E-06
AT 	10	0
AV 	1	1.80675841
AV 	2	-0.824305178
AV 	3	-1.57926856
AV 	4	-1.594047905
AV 	5	-0.133945923
AV 	6	-0.039050997
AV 	7	-0.027641758
AV 	8	-0.005897769
AV 	9	-1.18E-05
AV 	10	0
AW 	1	1.676108612
AW 	2	-0.896996585
AW 	3	-2.060159012
AW 	4	-3.29019728
AW 	5	-0.173592755
AW 	6	-0.064236534
AW 	7	-0.089732621
AW 	8	-0.018902856
AW 	9	-0.00071821
AW 	10	-0.000461098
AY 	1	1.750998238
AY 	2	-0.875179735
AY 	3	-1.929869569
AY 	4	-3.324833161
AY 	5	-0.163770024
AY 	6	-0.05558544
AY 	7	-0.064519856
AY 	8	-0.017298769
AY 	9	-0.000697832
AY 	10	-0.000182991
CC 	1	1.614279057
CC 	2	-0.910055007
CC 	3	-1.85433633
CC 	4	-2.630830437
CC 	5	-0.157011358
CC 	6	-0.047477395
CC 	7	-0.041687301
CC 	8	-0.008994901
CC 	9	-1.62E-06
CC 	10	0
CF 	1	1.398652247
CF 	2	-0.95618025
CF 	3	-2.282518266
CF 	4	-3.541017096
